0,1,2,3,4,5,6
平出喜三郎君へ,函館市西浜町三二番地　今井惣之丞　電話三二三〇番　　国家ノタメニ　アナタノタメニ,,,45.0×31.5cm,,po001810
平出喜三郎君へ,普選第一線ニ於テ　　函館市西浜町三二番地　今井惣之丞　電話三二三〇番,,,46.0×32.0cm,,po001811
立憲民政党本部,堂々と戦ひませう　民政党の主張は公明　正大　普選の徹底,,,78.0×52.5cm,,po001812
民政党・政友会,国民の総意を反映す　私利党略,,,76.5×54.5cm,,po001813
立憲民政党本部,皆さんおまどひなさらぬやうに　借金して見えを張る政友会　内面はこの通り　　整理緊縮真面目で押し行く民政党　内に漲る堅実味　函館市西浜町三二番地　今井惣之丞　,,,78.5×55.5cm,,po001814
加藤貫一,労働農民党の主張　労働者に食と仕事を与えよ！　働らく農民に土地を保証しろ　凡ての人民に自由を与へよ！　　労働農民党公認候補　函館市駒止町八番地　高島末太郎,,,54.0×38.5cm,,po001815
政友会,農村根興はこれこの腕,,,65.0×47.0cm,,po001816
立憲政友会,国民諸君は何づれの姿を望むや　地方に財源を■ふれば完全な発達は自然に来る　地方分権丈夫なものよひとりあるきで発てんす　中央集権は不自由なものよ　足をやせさし杖もろふ　中央に財源を奪ひて補助するは市町村を不便に■するもの　　地租ダ市町村ニ移セバ恒久財源ヲ得テ市町村民ノ負担ガ軽クナリ従ッテ地方ハ発展ス地域セマキ町村封シテハ例外ヲ設ケ教員ノ俸給ヲ補助ス,,,92.5×63.0cm,,po001817
松野喜内,実同公認　諸君!!!郵便貯金を喰ひ荒す既成政党を尚たすけらるか　職業政治家　既成政党　　　神田区美倉町十四　責任者　大久保惣左衛門,,,78.5×56.5cm,,po001818
貴下の一票は松之喜内へ,正義は働く者の味方なり　職業政治家　神田区美倉町十四　責任者　大久保惣左衛門,,,79.0×55.0cm,,po001819
水上嘉一郎,実業同志会公認　二月日午後六時開会　町　会場　小学校　衆議院議員候補者　政見発表演説会　応援辧士,,,79.0×55.5cm,,po001820
神山雄吉,実業同志会公認候補　従来我々が余りに政治に冷淡であった為め、今日迄の政権は何れも政商等の金を集めて自己の権力や、名誉や、利権のために浮身をやつし、其結果今日の政界は誠に醜き状態を呈して居ります。将来斯くの如き政党に、大切なる政治を任せて安心が出来ませぬから。私は自ら進んで政界革新の為めに奮起したる実業同志会の公認となって立候補致したのであります、何うぞ真面目なる政治を行ひ得る様実業同志会に御投票を願ひます。　日本橋区元柳町　責任者乙訓虎雄,,,79.0×55.5cm,,po001821
水上嘉一郎,腐敗せる政界の革新　不経済なる政治の経済化　国費の大節約　国民の負担軽減　司法権の独立　実業同志会公認　衆議院議員候補者　官業の大整理　営業収益税の全廃　真に住みよい国にする　養老年金の実施　下級官吏の増俸　芝区三田四■町二番地　責任者稲村藤太郎,,,65.0×47.5cm,,po001822
地租委譲！,義務致■費全額国庫負担！,,,54.0×39.5cm,,po001823
寺部頼助,フケイキは何処から来た!!!　国の費用が多いから　国民の負担が重いから　国の借金が多いから　責任者　■　志村■　実業同志会公認　衆議院議員候補者　,,,55.0×40.0cm,,po001824
五来欣造,衆議院議員候補者　五来欣造　重税　珂北青年党　　　責任者久慈郡佐原村三二九三石井寛一,,,55.0×40.0cm,,po001825
中川原貞機,国民死活■分岐点　衆議院議員候補者　貴下の一票で　選良之人選に心せよ皇国之興廃此一挙　　　青森県三戸郡五戸町字古堂三番地　事務長三浦種良,,,78.0×55.0cm,,po001826
中川原貞機,青森県三戸郡五戸町字古堂三番地　事務長　三浦種良,,,55.0×26.0cm,,po001827
高木益太郎,人権擁護　悪税撤廃　民力充実　衆議院議員候補者　民政党公認　　　東京市神田■　責任者　作間■,,,62.0×45.0cm,,po001829
安部磯雄,第二区衆議院議員候補者,,,80.0×27.0cm,,po001830
黒住成章君,水産立国ノ為ニ　　決議　衆議院議員総選挙ニ際シ水産ニ関係アル同志ノ候補者ヲ多数選挙スルコトニ結束努力スルコト右決議ス　昭和三年一月十七日全国水産大会　昭和三年一月十七日　全国水産大会　責任者　,,,74.5×54.5cm,,po001831
佐々木平次郎君ヲ推薦ス,国政は舟の如く　一票は擢の如く　立憲政友会公認衆議院議員候補者　選挙事務局長　函館市舟見町九十四番地佐々木仙太郎,,,56.0×39.5cm,,po001832
佐々木平次郎君ヲ推薦ス,清い一票　明るい日本　立憲政友会公認衆議院議員候補者　選挙事務局長　函館市舟見町九十四番地佐々木仙太郎,,,56.0×39.5cm,,po001833
東武君,水産立国ノ為ニ　　決議　衆議院議員総選挙ニ際シ水産ニ関係アル同志ノ候補者ヲ多数選挙スルコトニ結束努力スルコト右決議ス　昭和三年一月十七日全国水産大会　昭和三年一月十七日　全国水産大会　責任者　,,,76.0×54.5cm,,po001834
東武君へ！,ほんとうに働く人を選びませう,,,79.0×55.0cm,,po001835
吾等の代表東武君へ！,熱の人　腕の人　実行の人　,,,79.0×55.5cm,,po001836
檀野礼助,北海産業界の先覚,,,79.0×54.0cm,,po001837
檀野礼助,北海道産業界の先覚,,,78.0×53.5cm,,po001838
檀野礼助君,水産立国ノ為ニ　　決議　衆議院議員総選挙ニ際シ水産ニ関係アル同志ノ候補者ヲ多数選挙スルコトニ結束努力スルコト右決議ス　昭和三年一月十七日全国水産大会　昭和三年一月十七日　全国水産大会　責任者　,,,80.0×54.0cm,,po001839
林路一,選ぶ人正しければ選ばれる人正し　選挙事務長　上川郡比布村字比布　村上元吉,,,54.0×40.0cm,,po001840
三井徳寳君,政見発表演説会　政友会公認　衆議院議員候補者　辯士　二月　日午　時ヨリ於,,,80.0×54.0cm,,po001841
三井徳宝,御投票を願ます　二月２０月曜日,,,80.0×54.0cm,,po001842
三井徳宝先生,私共は満堂一致と以て人格手腕量と有する三井徳宝先生を最適任者として推薦す有権者諸氏よ若人の意を諒察されよ　貴下の清き一票を三井徳宝と御投票下さい　　　昭和維新普選実施のとき　全国大学学生同志会　候補者推薦委員会,,,55.0×39.5cm,,po001843
三井徳宝推薦,政見発表演説会　衆議院議員候補者　　日午　時　　於,,,55.0×39.5cm,,po001844
三井徳宝君応援演説会,政友会公認　衆議院議員候補者　辯士　会場　　二月　日前後　時より,,,54.0×39.5cm,,po001845
生徒募集横浜専門学校,高等商業科　貿易科　法学科　（規則書要郵券２銭）　横浜市六角橋　試験地及期日　横浜、京都、広島、（三月廿四・五日）　京城（三月卅・卅一日）　札幌（四月一、二日）　東京、名古屋、大阪、福岡（四月三、四日）　試験科目　（一）英語　（二）国語　（三）他ニ代数幾何　商簿ノ内一科目ヲ選定受験　（四）口頭試問　（五）体格検査　（無試験検定入学制アリ）,,,108.0×39.0cm,,po001846
生徒募集横浜専門学校,高等商業科（百四十名）　貿易科（百名）英独佛支西語各科　法学科（七十名）　司法類　経営管理類　横浜市六角橋　　試験地及期日　横浜、名古屋、京都、広島（三月廿四・五日）　札幌、京城（三月三・三一日）　東京、大阪、福岡（四月三、四日）　試験科目　（一）英語　（二）国語　（三）他ニ代数幾何　商簿ノ内一科目ヲ選定受験　（四）口頭試問　（五）体格検査　（無試験検定入学制アリ）（規則書要郵券二銭）,,,108.5×38.0cm,,po001847
横浜専門学校給費生募集,高等商業科　貿易科　法学科　給費金額　第一種　年額金一百円以内　第二種　年額金三百円以内　　募集人員二十名　試験地及期日　名古屋、広島（昭和十一年一月四、五日）　横浜、京都、福岡（昭和十一年一月六、七日）　詳細ハ郵券二銭封入本会宛照合ノコト　　　横浜専門学校（横浜市六角橋）,,,106.0×38.5cm,,po001848
生徒募集横浜専門学校,高等商業科（百名）　貿易科（百名）英独佛支西語各科　法学科（七十名）　甲類　乙類　（規則書要郵券二銭）　横浜市六角橋　　試験地及期日　　京城（三月廿ニ・三日）　京都、広島、横浜（三月廿四・五日）　仙台（四月ニ・三日）　東京、大阪、名古屋、福岡（四月三・四日）　　　試験科目　（一）英語　（二）国語　（三）他ニ代数幾何　商簿ノ内一科目ヲ選定受験　（四）口頭試問　（五）体格検査　（無試験検定入学制アリ）,,,109.0×39.0cm,,po001849
生徒募集岐阜薬学専門学校,出願期限　自一月十五日至三月七日　　試験科目　代　数・化学（無機）　　試験期日　三月十二十三十四日　　募集人員　約百三十名　　試験場　本校及岐阜市公会堂　　詳細ハ郵券封入本校宛照会セラレタシ,,,109.0×39.0cm,,po001850
海軍志願兵募集,護れ海国　　願書提出期日　昭和十二年一月十五日　検査期日　昭和十二年二月八日　検査場所　函館市元町公会堂　詳細ニ付テハ市（区）役所町村役場ニ問合スコト海軍省,,,54.0×38.0cm,,po001901
昭和十一年学生募集,東京高等農林学校　元東京帝国大学農学部実科　　募集人員　農学科約四十名　　林学科約三十五名　獣医学科約三十名　　願書受付期間　無試験検定　自告示ノ日　至一月末日　試験検定　自告示ノ日至二月末日　　入学考査　学力検定　数学（代数、幾何、三角）　動物学、植物学　英語（英文和訳）　口頭試問　身体検査　　　考査場所　東京本校　福岡九州帝国大学法文学部　福島福島高等商業学校　　考査期日　昭和十一年三月十九日、二十日二十二日　入学関係書類、入学出願手続其他詳細ハ郵券二銭相添ヘ本校庶務教務課ニ照合ノコト,,,53.0×38.0cm,,po001902
東京大東文化学院,皇学儒学専攻　九段坂上靖国神社側　東京市麹町区富士見町一ノ七　　　特徴　国體精神涵養、国家的人材養成、学力充実　支那語必修、満洲、支那進出捷徑　　特典　　文部省無試験検定試験アリ（高等科ハ漢文科高等教員　本科ハ仝中等教員　　徴集延期、高等科廿七歳、本科廿五歳迄　　高等文官試験予備試験免除（本科卒業者）　　入学資格人員　高等科　高等専門学校漢文科卒業、及漢文科　中等教員有資格者、四十歳前後迄約四十名　　本科　中学師範卒業、小学校教員（除尋准）及専検合格者、三十歳前後迄約八十名　　　願書試験科目　　一月十日ヨリ三月廿日（内地外ハ二月末日）迄受付、試験ハ三月廿三、廿四日　国文解釈（文法ヲ含ム）　漢文解釈、作文（高等科ハ漢文、本科ハ文語体■名交リ文　口頭試問、体格検査　　詳細ハ郵券封入照会,,,48.5×34.5cm,,po001903
生徒募集,御国寺経営公認音羽洋裁女学院　本科一ヶ年　裁断科六ヶ月　速成科六ヶ月　晝・夜間部　入学資格　高女卒業程度　　申込次第規則書進呈　東京市小石川区音羽　電話大塚五六三三番,,,80.0×35.0cm,,po001904
東京大東文化学院,皇学儒学専攻（国語支那語兼修）　九段坂上靖国神社側　東京市麹町区富士見町一ノ七　　　特徴　国體精神涵養、国家的人材養成、学力充実　満洲支那進出至便　　特典　　文部省無試験検定試験　（高等科ハ漢文科高等教員　本科ハ仝中等教員　　徴集延期、高等科廿七歳、本科廿五歳迄　　高等文官試験予備試験免除（本科卒業者）　　入学資格人員　高等科　高等専門学校漢文科卒業、及漢文科　中等教員有資格者、四十歳前後迄約四十名　　本科　中学師範卒業、小学校教員（除尋准）及専検合格者、三十歳前後迄約八十名　　　願書試験科目　　一月十日ヨリ三月三十一日迄受付、試験ハ四月五、六日　国文解釈（文法ヲ含ム）　漢文解釈、作文（高等科ハ漢文、本科ハ文語体■名交リ文　口頭試問、体格検査　　詳細ハ郵券封入照会,,,48.0×34.5cm,,po001905
航空機機関生徒募集,昭和十二年度航空機機関生募集　修業二箇年学費ハ官費　〆切昭和十二年　三月十五日マデ　逓信賞航空局　東京市麹町区大手町　,,,54.0×37.5cm,,po001906
生徒募集,京都女子高等専門学校　京都市東山七條　　特典　本科卒業生は下記の通各科共無試験ニテ中東教員免許状を受く　家事科…家事　　技芸科…裁縫　　国文科…国語　　英文科…英語　　募集人員　予科（国文科…約40名　英文科…30名　（修業年限一ヶ年）　　本科（家事科…50名　技芸科…50名　　国文科…30名　　英文科…30名　　（修業年限三ヶ年　　出願資格　　予科（国文科　英文科）　四年制高女卒業者　本科（家事科　技芸科　国文科　英文科）　五年生高女卒業者　本校予科卒業者　　願書受付1月20日より3月20日まで　入学許可　税額中の成績詮衡によりて許否を決し学科試験を行はず。,,,52.0×37.5cm,,po001907
官立富山薬学専門学校,修業年限三ヶ年　　募集人員約九十名　　試験科目数学化学　物理学　外国語　　　試験期日　三月十五日ヨリ同十七日マデ　試験場本校　　入学資格　一、中学校卒業者　　一、専門学校入学者検定規程第十一條　　一、専門学校入学者検定規程ニ依ル試験検定合格者　　出願期間　昭和十二年二月一日　二月二十八日マデ　　詳細ハ本校宛ニ承合アリタシ,,,54.0×36.5cm,,po001908
名古屋薬学専門学校生徒募集,新興躍進セル　募集人員　約一五〇名,,,53.0×38.0cm,,po001909
学生募集,昭和十二年度　　　募集人員農学科約四十名　林学科約三十五名　獣医学科約三十名　出願期間　試験検定志願者　一月十日ヨリ三月十日マデ　一月十日ヨリ一月末日マデ　　試験地　東京（本校）　試験期日　三月二十三日　二十四日　二十五日　二十六日　　試験学科目　　数学（代数、平面幾何）　英語（英文和訳）　動物学、植物学　　詳細ハ本校入学案内ニアリ郵券二銭封入本校（東京府下府中町）へ照会アレ,,,66.5×35.5cm,,po001910
学生募集,新宿高等予備校　個性尊重の教育　系統的の受験準備　　　校長陸軍騎兵少佐　蔵田判爾　　東京市淀橋区百人町二丁目　電話四谷（35）四七六六番　省線大久保駅下車　　　午前高等受験科　夜間高等受験科　高等受験作文科　陸軍幼年学校添削会　　陸士・海兵・受験料　陸軍幼年学校受験料　物理学科　寺子屋式個人科（男女部）,,,78.0×35.0cm,,po001911
生徒募集,巣鴨高等商業学校　　学校長文学博士遠藤隆吉　実業学校令及専門学校令ニヨリ設立セラレ　且高等学校高等科同等以上ノ資格ノ指定アリ　卒業生ハ　中等教員無試験検定　幹部候補生　計理士　予備試験免除　大学本科入学　ノ資格アリ　第二部ハ夜間授業ニテ昼間第一部）ト同資格ノ特点アリ（幹部候補生ヲ除ク）　募集人員　第一部（昼間）　第二部（夜間）各百名　　出願期日　自二月一日　至三月三十一日　　試験期日　学科試験・四月三日（祭日）　口頭試問・四月五日（月曜）　　試験場　東京本校　東京市豊嶋区・西巣鴨・二丁目　市電省線大塚下車　電話（大塚）（86）三二九〇,,,76.0×34.5cm,,po001912
昭和十二年立教大学,立教大学　東京市豊嶋区池袋　予科一年　文科（約四十名　募集人員　商科（約一百六十名　　試験科目　国語　英語　　　試験期日　四月五日（月）六日（火）　　出願期限　三月三十一日　入学案内　郵券不要（申込ハガキノ事）,,,71.0×34.5cm,,po001913
昭和十一年立教大学,立教大学　東京市豊嶋区池袋　　電話大塚　　四〇四　一二二三　　予科一年　文科（約八十名　募集人員　商科（約一百二十名　　試験科目　国語　英語　　　試験期日　四月六日（月）七日（火）　　出願期限　三月三十一日　入学案内　郵券不要（申込ハガキノ事）,,,71.0×34.5cm,,po001914
海軍少年航空兵募集,海軍少年航空兵志望案内　海軍少年航空兵の進路　■科練習皇（少年航空兵）は卒業後間もなく三等航空兵曹に昇進し爾後累進して高等武官に任ぜられる。　　　就学　修学期間約三年四ヶ月で此の間に概ね中等学校程度の学科と一般軍事学及飛行術の教育を受けて飛行機の操縦者又は偵察者となる。　　学資　全部官費である。外に階級相当の手当を受く。　　　志願者資格　年齢十五歳以上十八歳未満（大正八年十二月三日より大正十一年十二月二日まで）出生の者）　　　身体　強健にして何等の故障なく且視力は一、二以上なること　　　　学力　高等小学二年修業程度の学力あること。　　　志願の手続　検査は志願兵検査と同時に一月上旬から三月下旬まで各地で行はれる志願の手続等は市（区）町村役場に行って承知すること。　　　入隊　六月一日横須賀海軍航空隊に入り即日兵籍に編入せられる。入隊前後の不審の点があれば横須賀海軍航空隊予科練習部に問合はせばよい。,,,54.0×38.0cm,,po001915
航空機機関生募集,昭和十一年度　修業二ヶ年学費ハ官費　〆切→昭和十一年　三月十五日　逓信賞航空局　東京市麹町区大手町,,,53.0×38.0cm,,po001916
生徒募集,ニ松学舎専門学校　国語　漢文　専門教育施設　中等学校漢文科教員無試験検定許可　中等学校国語科教員無試験検定新許可　　　国語漢文中等学校教員養成　昭和十年募集人員　約一百三十名　　願書受付　自一月二十日　至四月十三日　　　銓衡期限　四月五日　　試験期日　四月十三日（土曜日）　　試験科目　国語、漢文、作文　　所在地　東京市麹町区三番町六番地一六　電話　九段(33）二〇〇七番　規則書ハ申込次第送付ス,,,53.5×39.0cm,,po001917
三田英語学校,商科　東京芝区三田四園町　（電話見た(45)〇二六三)　　簿記・珠算・商要・商業一般　　英語　数学　新学期四月一日開始　規則書　郵券二銭　男子部・女子部,,,53.0×37.5cm,,po001918
ともえ幼稚園,"""新学期始る""　随時入園を許す　園児募集　場所　招魂社のとなり　　",,,61.0×39.5cm,,po001919
東京市下谷商業学校生徒募集,募集人員　第一学年　約百六拾名　第二学年若干名　　　出願期日　自二月五日（火）　至三月十八日（月）　　出願資格　第一学年尋常小学校卒業程度　大に学年商業学校一学年修了程度　　　入学考査　三月二十一日（祭日）人物考査　　三月二十二日（金）身体検査　　　昨年四月創立・商業学校令ニヨル公立商業学校　修業二ヶ年　授業料一ヶ月金二円　　詳細ハ本校ニ直接御問合セ下サイ　　住所　東京市下谷区新坂本町八一　当分山伏町小学校三階教室使用,,,54.0×38.5cm,,po001920
公立岐阜薬学専門学校,生徒募集　　一、募集人員　約百三十名　　二、出願期日　　自二月一日　至三月五日　　三、試験場　本校及岐阜市公会堂　　岐阜市九重町三丁目　学校長　薬学博士薬学士　比良野矯　　四、試験期日　三月二十七、二十八両日　五、特典　昭和七年四月開校シタル本邦唯一ノ公立薬学専門学校ニシテ卒業生ハ無試験ニテ薬剤師免状岐阜薬学士ノ称号ヲ得,,,56.0×40.0cm,,po001921
横浜関東学院高等商業部,生徒募集　　第一学年　約百四十名　本校試験　願書受付（無試験検定　一月十日ヨリ試験前日迄　試験検定　一月十日ヨリ四月五日迄　　無試験検定　三月十日（火）廿五日（水）　　試験検定　四月六日（月）　　地方試験　願書受付　一月十日ヨリ四月二日迄　　場所及期日　東京四月六日（月）　四月六日（月）　京都四月四日（土）　　詳細ハ郵券二銭ヲ要ス　　関東学院高等商業部　横浜市中区三春■　電話長者町■〇二〇一番,,,38.5×54.5cm,,po001922
生徒募集,募集人員　　予科（修業年限一ヶ年）　国文科…約40名　英文科…40名　　　本科（修業年限三ヶ年）　家事科…50名　　技芸科…50名　国文科…30名　　英文科…30名　　　　出願資格　　　予科（国文科　英文科）四年生高女卒業者及ビ同等以上　　本科（家事科　技芸科　国文科　英文科）五年生高女卒業者本校予科卒業者　　　　願書受付2月１日より3月末日まで　入学許可　在学中の成績詮衡によりて許否を決し学科試験を行はず　　特典　本科卒業生は下記の通各科共無試験にて中等教員免許状を受く　家事科…家事　技芸科…裁縫　国文科…国語　英文科…英語　　京都女専　我が学園は大正九年の創立にして既に十五周年を関し、その誇るべき伝統で堅実なる学風に於て全国女子専門学校中尤も優秀なるものとして広く認められてゐる。　我が学園は研学を思索を求める学徒の理想郷－日本の学都京都に在るのみならず自然美に富み千古の歴史を語る東山翠■下に位置してゐる。　我が学園は崇高なる人格の養成と高雅なる品性の陶治とを目的としてゐる。我が学園は既に二千有■の有為の卒業生を実社会に送り、現在六百の在校生を擁してゐる。,,,51.5×27.5cm,,po001923
会員大募集,六十一回新学期開講　独学立身成功案内　添付　講義見本つき入会案内　ハガキで申し込み次第無料進呈　　入会せよ！　小学校卒業生に急告!!　小学校卒業後いろんな事情で上の学校へ行くことの出来ない諸氏は今スグ本会へ入会して日本一の講義録に依り僅かな学費で僅かな年月に独力中学（高女）卒業の学力と資格を得よ!!　　東京駿河台大日本国民　　,,,55.5×26.5cm,,po001924
同志社大学予科学生募集,二年制（中等学校卒業者）二五〇名　　三年制（中学四年修了者）一〇〇名　　入学願書〆切　二年制四月三日　三年制四月九日　　入学試験期日　二年制四月四・五日　三年制四月十・十一日　　入学案内書申込次第送付（京都市上京区今出川烏丸東）,,,54.0×38.0cm,,po001925
昭和医学専門学校生徒募集,本科一年約百五拾名　校長医学博士岡田和一郎　願書受付　自二月一日、至三月廿二日　　昭和医学専門学校（東京市外荏原町中延）　　試験期日　筆答試験三月廿四日　於東京本郷区　東京帝国大学　心性考査、体格検査　自三月廿五日　至仝廿八日（■者ノ都合ニ依リ■）　　試験科目　数学（平面幾何代数）英語又ハ独佛語（和訳）　国語（作文）　詳細ハ本校ヘ照会ヲ乞フ（要二銭郵券封入）,,,39.0×27.7cm,,po001926
高松高等商業学校,昭和八年度生徒募集　　試験科目（中学出身　英語、国語、代数　商業出身　英語、国語、商業簿記　　外ニ身体検査、人物考査アリ　　試験期日　自三月十九日　至三月二十二日　　試験場　高松（本校）京都（帝大）東京（文理大）　　入学志願者心得（校則募集項出願用紙等）ハ郵券二銭同封本校ヘ請求セラレタシ,,,40.0×27.0cm,,po001927
関東学院高等商業部,百二十名募集　　第一学年…約百二十名　聴講生…若干名　　本校試験　願書受付　四月七日限　　試験検定　四月八日（月）　無試験検定　三月十一日、二十日、三十日　　地方試験　願書受付　四月五日限　試験検定　於京都市立第二商業学校　四月六日（土）　於名古屋基督青年会　四月八日（月）　於東京市神田三崎会館　四月八日（月）　詳細ハ郵券二銭ヲ要ス　　横浜市中区南太田町　電話長者町（3）０２０１,,,39.0×26.5cm,,po001928
生徒募集,京都女専　学生更改－予科設置－年限短縮　　光輝ある歴史と伝統を誇る我が京都女専は創立後常に全国女子専門学校の第一線に立ちて既に千五百の卒業生を出し現在六百名を収容し罹進をつゞけて益々完璧に近づいてゆくが今回新学期の認可によって更に時代と社会との期待に添ふことが出来るやうになつた。　募集人員　予科（国文予科約五〇名　英文予科約三〇名　　本科（家事科　約五〇名　技芸科約五〇名　国文科約四〇名　英文科　約二〇名　　出願資格　　予科（修業年限一ヶ年）国文予科　英文予科　四年生高女卒業者及同等以上　本科　家事科　技芸科　国文科　英文科　本校予科修了者　五年制高女卒業者　　願書受付　二月一日より三月二十日まで　但し国文、英文、本科に限り四月五日迄　入学許可　在学中の成績銓衡によりて許否と決し学科試験を行はず　　特典　本科卒業生は左記の通各料共無試験にて中等教員免許状を受く　家事科－家事　国文科－国語　技芸科－裁縫　　英文科－英語　京都女子高等専門学校　京都東山七■えええ,,,45.0×30.5cm,,po001929
官立富山薬学専門学校,富山市奥田　生徒募集　修業年限　三ヶ年　　募集人員　約九十名　　試験科目　数学　化学　物理学　外国語　　　試験期日　三月十七日ヨリ同十九日マデ　　　試験場　本校　　一、中学校卒業者　一、専門学校入学社検定規程　　入学資格　第十一條指定ヲ受ケタル者　一、専門学校入学者検定規程ニ依ル試験検定合格者　　出願期間　昭和十一年　二月一日ヨリ　二月二十九日マデ　　詳細ハ本校宛ニ承合アリタシ,,,53.5×36.5cm,,po001930
巣鴨高等商業学校,生徒募集　学校長　文学博士　遠藤隆吉　　実業学校令及専門学校令ニヨリ設立セラレ且高等学校高等科同等以上ノ資格ノ指定アリ　　卒業生ハ　中等教員無試験検定・幹部候補生（第一部）　計理士・予備試験免除・大学本科入学ノ資格アリ　　第二部ハ夜間授業ニテ昼間（第一部）ト同資格ノ特点アリ（幹部候補生ヲ除ク）　募集人員　第一部（昼間）　第二部（夜間）　各百名　出願期日　自一月廿日至三月卅一日　　試験期日（学科試験　四月三日（祭日）　口頭試問　四月五日（日曜）　試験場東京（本校）　東京市豊嶋区西巣鴨二丁目（市電省線大塚下車）　電話大塚（86）三二九〇　,,,53.5×38.5cm,,po001931
官立富山薬学専門学校,富山市外奥田村　　生徒募集　（一）修業年限　三ヶ年　（二）募集人員　第一学年生徒約九十名　（三）　試験科目　数学（代数・平面幾何）化学・物理学・外国語（英・独・内一）　　（四）試験期日　昭和六年三月十七日ヨリ三日間　　（五）試験場　富山（本校）大阪（大阪外国語学校）　　（六）入学　一、中学校卒業者　　一、専門学校入学者検定規程第十一條ノ指定ヲ受ケタル者　一、専門学校入学者検定規程ニ依ル試験検定合格者　　（七）出願期間　自昭和六年二月一日　至昭和六年二月二十八日　詳細ハ本校宛ニ承合アリタシ,,,53.0×35.5cm,,po001932
独逸語講習会,七月十二日－三一日　東京外国語学校　ゲルマアニア会,,,53.0×38.0cm,,po001933
生徒募集,内容完備の明るい夜の学校へ　函館商工実習学校,,,54.5×40.0cm,,po001934
生徒募集,北海道庁立函館中学校内函館中等夜学校　聞け!!黎明に鐘は鳴る　見よ!!実力時代は来る　　ワンステップ躍進又躍進向学に燃ゆる若人よ!!先ず来れ実力養成の本校ヘ　　　募集人員は約1年…100名　２年…若干名　３年…若干名　　詳細は…二銭切手封入の上…函館中学校内中学夜学校へ,,,55.0×39.5cm,,po001935
横浜専門学校,貿易科　高等商業科　法学科　　試験場無試験入学検定其他詳細ハ校則ニアリ　仙台高等工業学校（三月二十三日二十四日）　名古屋高等商業学校（三月二十五日二十六日）　京都第三高等学校（三月二十七日二十八日）　大阪商科大学（三月三十日三十一日）広島高等工業学校（三月二十一日二十二日）　福岡高等学校（三月二十四日二十五日）　本校（三月二十三日二十四日）　試験科目（中学出身者　英語、代数、幾何、国語、身体検査　　商業出身者　英語、代数、商算、簿記、身体検査　　　工業、農業出身者ハ中学出身者ニ仝ジ）　　校則要求ハ郵券二銭ヲ直接本校ヘ申込スルベシ　数部ハ既ニ各中学校ヘ送付シ置キタリ　　横浜市西戸部町富士塚　電話長者町（3）一六〇四番,,,54.0×38.0cm,,po001936
官立富山薬学専門学校,富山市外奥田村　　生徒募集　修業年限　三ヶ年　募集人員　約九十名　　試験科目　数学・化学・物理学・外国語　　試験期日　三月十七日ヨリ同十九日マデ　　試験場　本校　　　入学資格　一、中学校卒業者　　一、専門学校入学者検定規程第十一條ノ指定ヲ受ケタル者　一、専門学校入学者検定規程ニ依ル試験検定合格者　　出願期間　昭和八年二月一日ヨリ　昭和八年二月二十八日マデ　詳細ハ本校宛ニ承合アリタシ,,,54.0×35.5cm,,po001937
官立富山薬学専門学校,富山市外奥田村　　生徒募集　修業年限　三ヶ年　募集人員　約九十名　　試験科目　数学・化学・物理学・外国語　　試験期日　三月十五日ヨリ同十七日マデ　　試験場　本校　　　入学資格　一、中学校卒業者　　一、専門学校入学者検定規程第十一條ノ指定ヲ受ケタル者　一、専門学校入学者検定規程ニ依ル試験検定合格者　　出願期間　昭和十年二月一日ヨリ　昭和十年二月二十八日マデ　詳細ハ本校宛ニ承合アリタシ,,,54.5×36.0cm,,po001938
官立富山薬学専門学校,富山市外奥田村　　生徒募集　修業年限　三ヶ年　募集人員　約九十名　　試験科目　数学・化学・物理学・外国語　　試験期日　三月十六日ヨリ同十八日マデ　　試験場　本校　　　入学資格　一、中学校卒業者　　一、専門学校入学者検定規程第十一條ノ指定ヲ受ケタル者　一、専門学校入学者検定規程ニ依ル試験検定合格者　　出願期間　昭和九年二月一日ヨリ　昭和九年二月二十八日マデ　詳細ハ本校宛ニ承合アリタシ,,,54.5×36.0cm,,po001939
航空機機関生募集,修業二ヶ年学費ハ官費　昭和十一年度　〆切→昭和十一年　三月十五日逓信省航空局　東京市・麹町区・大手町,,,54.0×38.0cm,,po001940
学生募集,二年制（中等学校卒業者）二百名　三年制（中学四年修了者）八十名　　同志社大学予科　　入学願書〆切（二年制　四月一日　三年制四月九日　　　　入学試験期日（二年制　四月二・三日　三年制四月十・十一日　　　入学案内書申込次第送付（京都市上京区今出川烏丸東）,,,52.0×38.0cm,,po001941
巣鴨高等商業学校,生徒募集　学校長　文学博士　遠藤隆吉　　実業学校令及専門学校令ニヨリ設立セラレ且高等学校高等科同等以上ノ資格ノ指定アリ　　卒業生ハ　中等教員無試験検定・幹部候補生（第一部）　計理士・予備試験免除・大学本科入学ノ資格アリ　　第二部ハ夜間授業ニテ昼間（第一部）ト同資格ノ特点アリ（幹部候補生ヲ除ク）　募集人員　第一部（昼間）　第二部（夜間）　各百名　出願期日　自一月廿日至三月卅一日　　試験期日（学科試験　四月三日（祭日）　口頭試問　四月五日（金曜）　試験場東京（本校）　東京市豊嶋区西巣鴨二丁目（市電省線大塚下車）　電話大塚（86）三二九〇　,,,53.0×37.5cm,,po001942
