駒ヶ嶽爆發罹災義捐大演奏会早稲田大学オーケストラ団一行、総指揮小松平五郎氏、ソプラノ般若初代嬢、ヴァイオリン叶田義雄氏、日時七月二十一日晝午後一時より夜午後六時より、会場巴座於、主催函館早稲田倶楽部、後援函館毎日新聞社・函館日日新聞社・函館新聞社・函館北海新聞社・北海タイムス支局・小樽新聞支局,,,,79.2×36.7cm,po000322,,,,,,
コドモの会、童話劇童謡舞踊、会券前賣四十銭小学生券十銭、会場巴座八月十三日晝の部一時夜の部六時、主催函館童話劇研究会,,,,79.0×35.0cm,po000323,,,,,,
民家科学講座塗料知識普及宣博、講演映画実験、日時七月三日午後六時三十分開会、会場市民館、主催塗料普及会、来聴歓迎,,,,76.0×34.5cm,po000324,,,,,,
,,,,77.0×36.0cm,po000326,,,,,,
声楽の夕、ソプラノ鈴木稲子嬢、ベース阿部英雄氏、ピアニスト福嶋捨子嬢、時十一月八日（土）午后七時、所公会堂、主催高商音楽部、後援小樽高商校友会函館支部、会費￥0.50（学生）￥1.00￥2.00,,,,78.0×54.0cm,po000328,,,,,,
満州事情展覧会、八月六日ヨリ八月廿日マデ、新川小学校、後援函館運輸事務所、主催函館商工組合連合会、後援函館市・函館商工会議所・南満州鉄道会社・東京日日新聞社・市内各新聞社、サインあり,,,,75.5×52.0cm,po000329,,,,,,
海の展覧会、会期大正十五季自八月二日至八月十六日、会場宝小学校、EXHIBITIONOFTHESEA、HAKODATE、AUG.2～16.1926,,,,76.0×53.0cm,po000330,,,,,,
五稜郭懐旧館は五十年れ往昔を其儘形体に顕はしを五稜郭の由来を説明したる者。演劇よりも面白し。請ふ来観の栄を賜へ八月日より毎日同郭内に開館五稜郭懐旧会,,,,77.5×52.5cm,po000331,,,,,,
サインあり,,,,76.5×53.5cm,po000332,,,,,,
函館青森間貨車航送記念共進会、第一宝小学校、第二会場高砂小学校、会期自八月十日至八月廿三日、主催函館市役所・函館商業会議所、毎日午前八時ヨリ午前九時迄、函館第一印刷印行、世界の函館の紙付き,,,,78.0×54.0cm,po000333,,,,,,
,,,,72.0×48.5cm,po000334,,,,,,
,,,,67.0×51.0cm,po000335,,,,,,
,,,,76.0×53.0cm,po000336,,,,,,
,,,,77.5×51.5cm,po000337,,,,,,
,,,,77.5×53.5cm,po000338,,,,,,
,,,,78.5×53.0cm,po000340,,,,,,
,,,,76.0×52.5cm,po000341,,,,,,
,,,,78.0×53.0cm,po000342,,,,,,
大名古屋博覧会の御案内の紙付き,,,,77.0×52.5cm,po000343,,,,,,
,,,,79.0×55.0cm,po000344,,,,,,
函館商品陳列館、住吉小学校於、会期自八月拾日至同廿壱日、第四回北海道衛生展覧会、協賛会、吉川堂辻印行,,,,76.5×53.5cm,po000347,,,,,,
,,,,79.0×53.5cm,po000350,,,,,,
,,,,78.0×55.0cm,po000351,,,,,,
,,,,77.5×53.0cm,po000352,,,,,,
,,,,77.5×53.0cm,po000353,,,,,,
,,,,77.0×54.0cm,po000355,,,,,,
,,,,75.5×53.0cm,po000356,,,,,,
,,,,77.0×53.0cm,po000357,,,,,,
,,,,77.0×53.0cm,po000358,,,,,,
サインあり,,,,74.5×53.0cm,po000359,,,,,,
,,,,76.5×53.0cm,po000360,,,,,,
,,,,77.5×53.0cm,po000361,,,,,,
,,,,76.0×53.0cm,po000362,,,,,,
会期・五月八日より十七日まで、全国観光地土産品展示会、展示品全道竝全国各観光地及各驛々賣土産品其他観光資料約八百点、主催函館市役所・函館運輸事務所・函館商工会議所・函館市物産協会・函館観光協会、全国水産製品展示会、展示品全道竝全国罐詰、壜詰類水産加工品其他参考品、主催函館市役所・函館市水産会、会場ボーニ森屋,,,,78.0×52.0cm,po000364,,,,,,
,,,,76.5×52.5cm,po000365,,,,,,
,,,,77.0×53.0cm,po000366,,,,,,
,,,,78.0×35.0cm,po000372,,,,,,
,,,,78.0×52.0cm,po000373,,,,,,
防空展覧会、敵の空襲に対する市民の心得、会期七月廿一日ヨリ廿七日マデ、主催第七師団司令部・北海道庁・函館市役所、後援函館新聞社、会場函館丸井今井、サインあり、札幌三田印刷納,,,,77.5×53.5cm,po000374,,,,,,
第八回商工輸出品包装展覧会、会期昭和八年自八月七日至八月廿一日、会場高砂小学校、入場無料、主催商工省、協賛函館市役所・函館商工会議所、地方物産陳列即賣会の日程の紙付き,,,,76.5×53.0cm,po000375,,,,,,
浴場部認印あり,,,,54.0×39.5cm,po000376,,,,,,
第一回函館特産品展覧会、函館商業会議所主催、木工家具毛皮革工品、八月十一日ヨリ十七日マテ、函館公会堂於、毎日午前八時ヨリ午後五時マテ、縦覧隨意、函館恵比須町吉川后版所印行、サインあり,,,,79.0×55.5cm,po000381,,,,,,
サインあり,,,,80.0×56.0cm,po000384,,,,,,
,,,,77.0×55.0cm,po000387,,,,,,
,,,,78.0×53.0cm,po000388,,,,,,
,,,,76.5×53.5cm,po000391,,,,,,
,,,,61.5×47.0cm,po000395,,,,,,
,,,,78.0×52.5cm,po000399,,,,,,
,,,,76.0×53.0cm,po000400,,,,,,
第四回北海道全道家禽共進会、会期昭和三年自十一月八日至十一月十二日五日間、会場函館市民館、主催函館養鶏組合、後援北海道養鶏組合連合会,,,,64.0×47.0cm,po000401,,,,,,
,,,,75.0×52.0cm,po000403,,,,,,
サインあり,,,,75.0×52.5cm,po000410,,,,,,
,,,,74.5×51.0cm,po000411,,,,,,
,,,,71.5×53.5cm,po000412,,,,,,
,,,,76.5×53.0cm,po000414,,,,,,
春季函館競馬、馬券大當（金二百円）、開催日七月十一・十二・十八・十九（土・日曜日）前十一時、出場馬匹百十余頭（名馬揃）、函館競馬倶楽部、函館ハコー印刷会社印行,,,,76.0×53.5cm,po000418,,,,,,
帝室御賞典函館競馬、、昭和三年秋季、開催時日九月十二日（水曜）十三日（木曜）十五日（土曜）十六日（日曜）、社団法人函館競馬倶楽部、函館第一印刷株式会社印行,,,,79.0×53.0cm,po000419,,,,,,
第十一回函館没馬能力共進会、会期六月二十五日・二十六日・二十七日三日間、場所函館市高森砂丘（褒賞授与式廿七日午前十時）、餘興輓馬競争・土産馬地道競争・中間種速競争、後援農林省・北海道庁・渡島支庁・函館市役所・帝国馬匹恊会・中央畜産会・帝国競馬協会・北海道畜産組合連合会・渡島畜産組合、主催函館産馬奨勵会・函館市畜産組合・亀田郡畜産組合,,,,54.5×39.5cm,po000425,,,,,,
,,,,78.0×34.5cm,po000427,,,,,,
,,,,77.5×36.5cm,po000428,,,,,,
,,,,53.0×39.5cm,po000430,,,,,,
,,,,52.5×38.0cm,po000453,,,,,,
,,,,57.0×37.5cm,po000454,,,,,,
函館市復興緑樹婦人団、記念緑化運動、函館市復興緑樹婦人団3月21日、グリーンベルトは婦人の手で、第一印刷納,,,,37.5×53.0cm,po000457,,,,,,
,,,,52.0×38.0cm,po000458,,,,,,
,,,,76.5×52.5cm,po000459,,,,,,
,,,,76.5×53.0cm,po000460,,,,,,
覚めよ道路改善に、函館道路改善会、函館ハマナカ石印,,,,78.5×54.0cm,po000461,,,,,,
衛生都市の建設、郷土美化、道路の清潔整頓、函館市衛生組合連合会、函館市役所、函館警察署、ハコー印刷会社印行、市民各位への紙付き、サインあり,,,,77.0×53.0cm,po000462,,,,,,
サインあり,,,,73.5×50.0cm,po000463,,,,,,
サインあり,,,,77.0×52.5cm,po000464,,,,,,
,,,,77.5×36.5cm,po000465,,,,,,
,,,,78.0×36.5cm,po000466,,,,,,
,,,,77.5×27.0cm,po000467,,,,,,
,,,,39.0×54.0cm,po000468,,,,,,
,,,,52.5×31.0cm,po000469,,,,,,
,,,,36.0×26.0cm,po000470,,,,,,
,,,,31.5×39.0cm,po000471,,,,,,
,,,,106.0×68.5cm,po000472,,,,,,
昭和14年11月4日受付印あり,,,,79.0×109.0cm,po000473,,,,,,
銃後健康報国、健康週間五月二日（第一日）清潔整頓ノ日、身体ノ清潔、住居内外ノ整頓、道路ノ清掃、五月三日（第二日）栄養改善ノ日、栄養料理ノ普及、胚芽米食ノ勵行、五月四日（第三日）結核撲滅ノ日、日光浴、外気生活、徒歩勵行、結核早期治療、五月五日（第四日）母子保健ノ日、母性、乳幼児健康増進、健康相談所利用、五月六日（第五日）近視齲歯予防ノ日、視力保存、齲歯ノ予防治療、五月七日（第六日）民族淨血ノ日、国民ノ純潔、花柳病予防撲滅、五月八日（第七日）防疫強化ノ日、飲食物ノ注意、博染病予防の勵行、蝿族驅除、国民協力、昭和一四、函館市,,,,39.5×54.0cm,po000474,,,,,,
サインあり,,,,77.5×53.5cm,po000475,,,,,,
十月十日全国視力保存デー、眼をまもれ、十六日まで｛各眼科専門醫で眼疾無料相談竝眼鏡処方箋料二割引、北海道眼鏡協会員の店にて眼鏡市価の二割引帝電会社は高燭変更申込者に電球無料奉仕、主催｛函館市役所・函館警察署・函館市衛生組合連合会・函館市醫師会・函館眼科醫会・函館市小学校醫会・北海道眼鏡協会函館支部・帝国電力株式会社・函館産婆会・日本衛生会函館支部、厚生省・文部省・拓務省、大東印刷納、昭和拾参年の印あり,,,,77.0×53.0cm,po000476,,,,,,
サインあり、昭和拾参年の印あり,,,,76.5×52.5cm,po000477,,,,,,
第十三回結核予防デー12.6.27、結核予防、北海道衛生組合連合会、懸賞募集＝一等當選、函館市衛生組合連合会、小樽・札幌塩野其水堂印刷、結核予防十戒の紙付き,,,,78.0×53.0cm,po000479,,,,,,
,,,,78.0×55.0cm,po000480,,,,,,
第八回結核予防デー7.6.27、結核予防、北海道衛生組合連合会、懸賞募集一等當選図案、北海石版活版印刷、函館衛生組合連合会、函館市役所・日本衛生会函館支会・函館市醫師会・函館衛生講習同窓会・函館警察署、結核予防十則の紙付き、サインあり,,,,76.0×53.0cm,po000481,,,,,,
,,,,77.0×35.0cm,po000482,,,,,,
サインあり,,,,61.0×44.5cm,po000483,,,,,,
,,,,52.5×38.0cm,po000484,,,,,,
,,,,78.5×27.0cm,po000486,,,,,,
,,,,86.0×34.0cm,po000487,,,,,,
大正十三年のカレンダー付き,,,,76.0×34.5cm,po000488,,,,,,
昭和六年のカレンダー付き,,,,77.5×35.5cm,po000489,,,,,,
昭和七年のカレンダー付き,,,,78.0×35.0cm,po000490,,,,,,
昭和八年のカレンダー付き,,,,76.5×34.5cm,po000491,,,,,,
昭和九年のカレンダー付き,,,,76.0×35.0cm,po000492,,,,,,
,,,,51.0×35.0cm,po000493,,,,,,
サインあり,,,,47.0×31.0cm,po000494,,,,,,
御大典奉祝ノ為メ十一月十一日謹而休業仕候、函館浴塲組合,,,,54.5×20.0cm,po000495,,,,,,
,,,,51.5×34.5cm,po000496,,,,,,
謹而御大喪儀ヲ拝シ七日休業仕候、函館浴塲組合、函館浴塲組合取締印あり,,,,54.0×20.0cm,po000497,,,,,,
帝国第二艦隊歓迎之為メ乗組軍人ノ御方之入浴料ヲ金三銭二仕候、函館浴塲組合、函館浴塲組合取締印あり,,,,55.0×19.5cm,po000498,,,,,,
北海道物産製造総本舗藤井おみやげ店、函館市末広町丸井呉服店前、電話一一八七番,,,,54.6×40.2cm,po000499,,,,,,
,,,,63.5×47.0cm,po000502,,,,,,
サインあり,,,,77.5×54.5cm,po000504,,,,,,
国際補助語エスペラント、函館エスペラント協会中立なる言語の基礎の上に相互に了解しつつ人々は一致して作るであらう一つの大きな家族的の団躰を（ラ・エスぺーロの一節）,,,,79.5×54.5cm,po000505,,,,,,
,,,,54.0×79.5cm,po000506,,,,,,
,,,,79.0×36.0cm,po000507,,,,,,
,,,,62.0×25.5cm,po000510,,,,,,
昭和十三年の印あり,,,,52.0×38.0cm,po000511,,,,,,
昭和十三年の印あり,,,,51.0×38.0cm,po000512,,,,,,
浴場部認印あり,,,,29.0×42.0cm,po000515,,,,,,
,,,,53.5×34.0cm,po000516,,,,,,
,,,,77.0×27.0cm,po000517,,,,,,
,,,,93.0×32.0cm,po000518,,,,,,
,,,,62.0×45.5cm,po000519,,,,,,
,,,,53.5×32.0cm,po000520,,,,,,
,,,,53.0×40.0cm,po000521,,,,,,
人畜無害理想殺虫剤効力絶大フライト、北海道樺太総代理店、函館市若松町太平商会、家庭用殺虫液フライトの特長の紙付き,,,,54.5×38.5cm,po000522,,,,,,
,,,,53.0×25.5cm,po000523,,,,,,
,,,,76.5×36.0cm,po000524,,,,,,
,,,,76.0×27.0cm,po000525,,,,,,
,,,,74.5×26.0cm,po000527,,,,,,
函館名物五稜郭漬,,,,74.0×26.0cm,po000530,,,,,,
,,,,61.5×45.0cm,po000531,,,,,,
新製乳菓、時計ビスケ、これぞ万人向きの嗜好品御家庭の御愛用を願います、函館菓子製造株式会社、小樽塩野其水堂印行,,,,79.5×27.5cm,po000533,,,,,,
足袋万仕たてもの商、大津屋太平商店函館区相生町八十七番地,,,,76.0×26.5cm,po000534,,,,,,
,,,,55.5×23.0cm,po000536,,,,,,
,,,,44.5×22.0cm,po000537,,,,,,
,,,,53.0×13.5cm,po000538,,,,,,
,,,,33.0×10.5cm,po000539,,,,,,
,,,,61.0×45.5cm,po000540,,,,,,
,,,,60.5×45.5cm,po000541,,,,,,
羊肉ハ肉ノ王、羊肉料理講習会の日程表の紙付き,,,,62.0×45.0cm,po000542,,,,,,
函館精養軒電話二百二十九番、営業種目西洋菓子・食麺麺・ビスケット類,,,,39.5×55.0cm,po000549,,,,,,
函館辨天町、岩船呉服店、電話十五番十六番二百八十五番,,,,39.0×54.0cm,po000550,,,,,,
函館荻野呉服店、電話一〇四八番,,,,39.5×54.5cm,po000551,,,,,,
函館ボーニ地蔵町荻野呉服店、電話一〇四八番,,,,39.5×54.5cm,po000552,,,,,,
函館相生町精養軒電話二二九、西洋菓子・食麺麭・ビスケット,,,,39.0×55.0cm,po000553,,,,,,
内外出版図書雑誌文房具楽器運動類、亀井信盛堂、函館恵比須町十七番地電話八二〇番,,,,40.0×54.5cm,po000554,,,,,,
教育玩具・雛人形類・武者人形・装飾用品、函館区恵比須町四十一番地ヤマトヤ商店,,,,37.0×53.0cm,po000555,,,,,,
和洋御菓子舗振替口座東京弐七三八四番電話１０番７５６番,,,,39.5×54.5cm,po000556,,,,,,
函館大門前秋月堂電話二六二九番シウゲツドー,,,,39.5×55.0cm,po000557,,,,,,
御菓子舗函館末広町電話十番七五六番,,,,39.5×54.5cm,po000558,,,,,,
函館大三坂阿みや履物店,,,,39.0×54.5cm,po000559,,,,,,
各博覧会金銀賞牌受領北海道名産製造本舗藤井土産店函館末広町電話一一八七番,,,,45.0×61.0cm,po000560,,,,,,
和洋菓子缶詰諸国名産ハコダテヤ公設市場,,,,53.0×38.0cm,po000561,,,,,,
トラピスト乳製品販賣業ベスト商会、函館市恵比須町三十六番地電話一一六〇番,,,,39.5×54.5cm,po000562,,,,,,
賣薬・小間物・洋物・化粧品白崎分店函館市青柳町（電話一六九七番）、一番よくきく荒れどめ御化粧水御園四季の花、御料御園白粉、評判の白粉下御園の蕾、最も新しき良い化粧品を賣る店,,,,38.0×52.0cm,po000563,,,,,,
御履物、相生町平和館隣、長峰商店,,,,38.0×53.5cm,po000564,,,,,,
和洋珍果実御進物用、籠詰美麗調進仕候、安田商店調製、函館港末広町十字街、電話一三六一番,,,,38.5×53.5cm,po000565,,,,,,
渡辺合名会社支店金森大正堂函館市若松町電話一五〇一番、金森半紙當店特撰發賣、紙質優良各種用途ニ愛用サレアリ、営業種目国定教科書取次販賣、内外書籍雑誌諸帳簿、金森半紙特撰發賣、文房具運動器具各種、ライオン印諸文房具、パイロット高級万年筆、宮城製紙会社特約店,,,,37.0×52.5cm,po000566,,,,,,
函館ボーニ荻野呉服店、営業種目絹布綿布・貴金属類・袋物装身具・小間物・化粧品・毛布膝掛・鞄洋傘・旅行用品・小供洋服・ショール・洋服付属・帽子類、電話三百四十六・千四十八番、OGINOGOFUKUTENJIZOMACHIHAKODATE、TEL№346TEL№1048,,,,38.0×53.0cm,po000567,,,,,,
合名会社松屋呉服店、函館本店電話八五三、釧路支店電話四〇三,,,,38.5×53.0cm,po000568,,,,,,
函館市相生町浅利坂角近江屋呉服店,,,,39.0×54.5cm,po000569,,,,,,
函館今井呉服店,,,,39.0×54.0cm,po000570,,,,,,
函館末広町電話一六五二番中村呉服店、営業呉服太物・洋反物・京染取扱・東京向半衿,,,,36.0×53.0cm,po000571,,,,,,
西田屋パン、函館恵比須町銀座通、電話六〇八番、一美麗、二清潔、三風味佳良、四娯楽,,,,39.0×53.5cm,po000572,,,,,,
青柳軒、函館公園前、ミルクホール,,,,39.5×54.0cm,po000573,,,,,,
古西商店、函館谷地頭町電話1398番、洋酒鑵詰・日用品雑貨,,,,37.5×53.0cm,po000574,,,,,,
寺井陶器店、函館市末広町電話一一七番セトモノ,,,,39.0×53.0cm,po000575,,,,,,
函館市末広町小西洋品店、電話番号二四八一、TEL.NO.2481、電車降塲八幡坂下、営業概要輸入帽子・メリヤス・肌着・ワイシャツ・カラー・ネクタイ・ハンカチーフ・敷布・タウェル・膝掛・毛布・小供帽子・エプローン・洋傘・ステッキ・旅行鞄・オーバシューズ・剃刀類・スリッパース・香水・石鹸・パイプ・内外煙草・毛織物種々・洋装用諸雑貨,,,,39.0×54.0cm,po000576,,,,,,
赤のれん洋反物店、函館市エビス町、モスリン友仙・ちぢぬ銘せん・半ゑり地・羽二重友仙・洋反物一式・小供服デンワ一〇五七,,,,38.5×53.5cm,po000577,,,,,,
二十間坂角ハマノ薬房、親切第一・速く良く,,,,39.0×54.5cm,po000578,,,,,,
函館市十字街蟻印毛メリヤス正札堂、支店旭川師団通り二番館正札堂、旭川市四条七丁目正札堂,,,,38.0×53.0cm,po000579,,,,,,
函館市末広町大津屋號田中茶舗、電話千百三拾九番,,,,55.0×39.5cm,po000580,,,,,,
トラピスト乳製品、発賣元函館貿易株式会社、海外貿易業及乳製品販賣業、函館區末広町二十五番地、電話二〇七四番,,,,39.5×54.0cm,po000581,,,,,,
牛鳥和洋御料理上野公園前本店世界上野三橋際支店世界,,,,38.5×53.5cm,po000582,,,,,,
オコラズナカズニトモエヤヘ、児童教育玩具・運動具・楽器類、函館末広町廿間坂際,,,,38.5×53.5cm,po000583,,,,,,
宮内省御買上品高等煎餅、函館區恵比須町ネボケ堂、電話一五一六番,,,,40.5×54.5cm,po000584,,,,,,
函館地蔵町電話四九番・一九三二番サムライ呉服店,,,,39.5×54.0cm,po000585,,,,,,
センシユウアン、本店電話五十五番、本店電話一三五一番、分店電話九十七番,,,,39.5×55.0cm,po000586,,,,,,
トモエヤ、児童百貨店、函館末広町,,,,39.5×54.0cm,po000587,,,,,,
和洋小間物有名化粧品洋物雑貨、新田完一商店、函館末広町二拾六番地、電話二百六十一番、振替口座六千三百０二番,,,,39.5×54.0cm,po000588,,,,,,
東京支店函館區末広町、風月堂田村松五郎、和洋菓子一、最上製カステーラ・新製蒸菓子数種・精製春日野饅頭・乾蒸餅洋名ビスケット・デセール数種・ケーキ數品・煉羊羮各種・干菓子各種・カルルス煎餅・ケンデー數品・フロンケーク飾菓子数品・ボンボン各洋酒入り数品・アイスクリーム各種、稟告當店ハ特に原料を精選し製造に注意し御祭事用御菓子并に四季の御進物の洋菓子各種共に品質精良体裁優義を旨とし且極めて薄利廉価に調進仕候間何卒本店同様御愛顧御引立被下陸続御用被御付候様伏て奉願上候、電話十番、電話七五六番、振替口座東京二七三八四番,,,,39.5×54.0cm,po000589,,,,,,
千利庵、和洋御菓子調進所、函館市鶴岡町、電話一八五八番,,,,38.5×54.0cm,po000590,,,,,,
早坂洋品店、最新流行用品各種、函館恵比須町、電話二六三九番、,,,,39.0×54.0cm,po000591,,,,,,
赤のれんモスリン店、電話一〇五七番、モスリンハ四季ノ御召用二最適品親ニモ子ニモ喜バレル果報者、四季花の様な新柄の陳列は弊店の誇りです,,,,38.0×53.0cm,po000592,,,,,,
函館市末広町、寺井陶器店、電話一一七番,,,,38.5×54.0cm,po000593,,,,,,
安田商店、果実蔬菜・乾物鑵詰・函館市末広町、電話一三六一番、御進物用、商品切手、籠詰調進,,,,39.5×54.0cm,po000594,,,,,,
伊月洋物店、各種帽子類・和洋メリヤス一式・ショール膝掛毛布・洋服付属品各種・旅行用具化粧品・基他小間物雑貨、函館末広町、電話八百八十六番,,,,39.0×53.5cm,po000595,,,,,,
サカモト、函館末広町十字街、電話七二二番、洋酒・鑵詰・漬物・鰹節・乾物・鶏卵・雑穀・甘藷・果実・林檎・玉葱・馬鈴薯・蜜柑,,,,37.5×51.0cm,po000596,,,,,,
函館今井呉服店、電話一三・三〇七・一三一九・一三八〇番、振替口座小樽四二三番,,,,39.0×54.5cm,po000597,,,,,,
共益商社神田區裏神保町八電話神田三六五四神楽坂賣店牛込區神楽町電話番町三〇三五,,,,40.0×55.5cm,po000598,,,,,,
白木屋呉服店東京日本橋本店電話自八一至八四本局自四，七〇〇至四，七一九振替東京九八支店大阪心斎橋電話南五四四一，四一〇振替大阪四三出張所東京丸ノ内東京海上ビルディング内電話本局二三六二横濱尾上町電話三二五二,,,,38.5×52.0cm,po000599,,,,,,
松吉政吉商店、函館區末広町十字街、美術繪葉書・額縁写真張込帖・帽子メリヤス類・洋服付属品一式・婦人小間物化粧品類、地方御註文も特に勉強即事發送可仕候,,,,39.5×54.5cm,po000600,,,,,,
和洋御菓子調進所柳栄堂、函館區辨天町、電話一○五八番,,,,30.0×45.0cm,po000601,,,,,,
富屋北川商店、函館市恵比須町大通、電話一六九三番、振替小樽二七五○番、内外・エハガキ・封筒便箋・アルバム・各種額縁製作・欧米繪畫・トランプ,,,,30.0×45.0cm,po000602,,,,,,
函館恵比須町専門浪花屋、新流行粹と高尚,,,,27.0×38.0cm,po000603,,,,,,
成木屋呉服店、東京市四ッ谷博罵町本店成木屋呉服店電話番町三四七四番、函館區末広町支店成木屋呉服店、電話一八〇二番,,,,24.0×33.5cm,po000604,,,,,,
東京成木屋呉服店、東京四ッ谷大通電話番町三四七四番、支店函館區末広町電話一八〇二番,,,,25.5×36.5cm,po000605,,,,,,
函館今井呉服店,,,,26.0×36.5cm,po000606,,,,,,
函館市辨天町柳栄堂、電話一〇五八番,,,,28.0×40.0cm,po000607,,,,,,
函館サカモト、電話七二二番・二五三三番,,,,27.5×40.0cm,po000608,,,,,,
函館サカモト、電話七二二番・五一八番,,,,27.5×40.0cm,po000609,,,,,,
浪花屋、函館恵比須町、モシモシ一五二三番、粹と高尚、半ゑり、伊達巻・ほそ紐、帯あげ、帯とめ,,,,26.5×38.5cm,po000610,,,,,,
専門浪花屋、粹と高尚函館恵比須町,,,,26.0×37.0cm,po000611,,,,,,
函館荻野呉服店、営業種目絹布綿布・貴金属類・袋物装身具・小間物・化粧品・毛布膝掛・靴洋傘・旅行用品・小供洋服・ショール・洋服付属・帽子類、電話三百四十六番・千○四十八番,,,,26.5×37.5cm,po000612,,,,,,
函館エビス町極光社書店、振替口座小樽一一三九六番、電話1423番,,,,53.5×39.5cm,po000613,,,,,,
函館市エビス町37極光社書店、振替口座小樽一一三九六番、電話1423番,,,,54.0×38.5cm,po000614,,,,,,
K.NISHIKAWACOFOREIGNGOODSDEP’T.MOJITELNO.419P.C&T.１０９０FUKUOKA西川洋品店,,,,54.0×77.0cm,po000615,,,,,,
大丸呉服店大阪心斎橋京都四条髙倉神戸元町四丁目,,,,54.5×78.5cm,po000616,,,,,,
御買上品は早速御届け申上候間御出口配達係へ御申付被下度候,,,,54.0×79.0cm,po000617,,,,,,
函館風月堂、電話（一〇）（七五六）番,,,,54.0×78.0cm,po000618,,,,,,
営業品目帽子一式・洋傘・靴・鞄・洋服付属品・シヤツ・メリヤス・毛布・膝掛・襟巻・シヨール・羽織紐・手袋･沓下・石鹼・香水・化粧道具･絹綿ハンカチーフ・眼鏡・双眼鏡・文房具・春慶塗・櫻細工・自転車及び部分品秋田市下肴町大島商会本店振替口座東京一一一九七番電話七十八番秋田市土手長町大島商会東店電話四四五番秋田駅構内大島商会出店電話二六五番土崎駅構内大島商会出店,,,,49.0×69.0cm,po000619,,,,,,
石塚増太郎商店函館恵比須町電話一七七〇番振替小樽四〇九四番書籍雑誌文房具繪はがき楽器運動具和用紙帳簿,,,,55.0×78.5cm,po000620,,,,,,
東京銀座松屋呉服店,,,,52.5×77.0cm,po000621,,,,,,
小林洋服店、函館市末広町三十八番地電話二九三三番東京類,,,,49.0×79.5cm,po000622,,,,,,
神戸市林屋商舗湊町一丁目和洋御菓子,,,,54.0×78.5cm,po000623,,,,,,
松坂屋いとう呉服店東京,,,,54.0×79.0cm,po000624,,,,,,
松坂屋いとう呉服店,,,,54.5×78.0cm,po000625,,,,,,
五番錧札幌区北四條西三丁目（停車場通）電話五番六番一一二三番振替貯金口座東京二三六四一番,,,,54.5×79.0cm,po000626,,,,,,
食パン菓子製造販賣養和軒、函館區汐留町、（電話一二参二）,,,,56.0×79.5cm,po000627,,,,,,
,,,,54.0×78.0cm,po000628,,,,,,
東京電話芝２６２２６６番振替口座２１４６８番,,,,54.0×78.0cm,po000629,,,,,,
小西洋品店、函館区末広町大三阪下、電話四百六拾三番、TEL.№.463、弊店は至廉なる正札販賣に有之候間何方様の御買上にも御満足且つ御便利に候,,,,54.5×78.5cm,po000630,,,,,,
白木屋呉服店東京日本橋寛文二年創業,,,,54.5×77.5cm,po000631,,,,,,
桐生織物同業組合電話桐生（一一四番）（五六五番）伊勢崎織物同業組合電話伊勢崎（八番）,,,,54.0×78.5cm,po000632,,,,,,
イツキ洋品店、末広町、電話八八六、メリヤス、化粧品・洋服付属品・西洋小間物類電話八八六,,,,54.5×79.0cm,po000633,,,,,,
神田今川橋松屋呉服店,,,,54.5×78.0cm,po000634,,,,,,
東京本郷三丁目角電話下谷二〇二一番一四〇四番,,,,55.0×79.0cm,po000635,,,,,,
神部千三東京市神田区表神保町一番地電話神田三千四百三十四番振替口座八六九四番,,,,54.0×77.0cm,po000636,,,,,,
鶴岡町新川町河村蒲団店,,,,54.0×77.0cm,po000637,,,,,,
神戸市楠公社表門角（電話元町局一三八二）御饅頭御煎餅洋酒御菓子,,,,54.0×76.5cm,po000638,,,,,,
洋風パン各種,,,,54.0×77.5cm,po000639,,,,,,
薬品賣薬化粧品洋物雑貨函館市青桺町電話一六九七番白崎分店,,,,53.5×77.0cm,po000640,,,,,,
津軽名産青森県弘前市元長町成田市朗兵衛謹製振替口座東京四六三七五番電話六〇四番製造品名干饂飩ひや麦玉子饂飩平麺太饂飩そうめんなべやき饂飩乾そば,,,,54.0×77.0cm,po000641,,,,,,
御菓子司秋月堂函館市大門前電話二六二九番,,,,54.5×79.0cm,po000642,,,,,,
荻野呉服店函館市電話三四六一〇四八番営業品目絹布類綿布類貴金属頭飾品類袋物類半襟小間物化粧品類毛布膝掛鞄類旅行用品ショール洋傘類洋服付属品雑貨類小供洋服類マーヴェル刺繍機,,,,53.5×72.0cm,po000643,,,,,,
竹田洋品店函館恵比須町電話三七七番,,,,54.0×77.0cm,po000644,,,,,,
金物漆器雑貨陶器食料品畳建具函館市末広町十字街電話三一九三二〇番,,,,55.0×780.5cm,po000645,,,,,,
加藤呉服店函館區地蔵町電話四九番,,,,40.0×55.0cm,po000646,,,,,,
公園内自由休憩所菊水売店電話一三〇五番公園名物さくら餅お寿し,,,,41.0×45.0cm,po000647,,,,,,
書籍雑誌類欧米文房具楽器運動具卸小売合名会社函館末広町電話五四六番書籍文具西堀書店,,,,42.0×51.0cm,po000648,,,,,,
日本一御はきものたばこ雨傘類メリヤス類一式函館停車場前高橋商店電話九七一番,,,,35.0×50.0cm,po000649,,,,,,
書籍文房具欧米雑貨卸小売合名会社西堀書店函館末広町電話五四六番,,,,41.0×51.0cm,po000650,,,,,,
和洋菓子舗カナメ屋函館市青柳町電車停留所前営業品目和洋御菓子新選生菓子万乾燥菓子御進物用折詰儀式用口取一式,,,,41.0×54.0cm,po000651,,,,,,
